CCCLastUpdated,RecordNo,SaleDate,ProductCategoryName,UnitOfMeasureName,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,TotalPrice
11/13/2023,10337,6/24/2021,Infused (non-edible),Each,469,17955.28,0,0,469,17955.28
11/13/2023,10337,6/24/2021,Concentrate,Grams,0,0,122,8387,122,8387
11/13/2023,10337,6/24/2021,Shake/Trim,Grams,0,0,58,865.34,58,865.34
11/13/2023,10337,6/24/2021,Infused (edible),Each,7,183.34,0,0,7,183.34
11/13/2023,10337,6/24/2021,Buds,Grams,0,0,118558.28,1645203.56,118558.28,1645203.56
11/13/2023,10337,6/24/2021,Shake/Trim (by strain),Grams,0,0,2587.25,20024.7,2587.25,20024.7
11/13/2023,10337,6/24/2021,Infused Beverage,Each,5119,41274.1,0,0,5119,41274.1
11/13/2023,10337,6/24/2021,Infused Pre-Rolls,Milligrams,0,0,15000,242.5,15000,242.5
11/13/2023,10337,6/24/2021,Kief,Milligrams,0,0,1000,30,1000,30
11/13/2023,10337,6/24/2021,Raw Pre-Rolls,Grams,0,0,17.5,291.7,17.5,291.7
11/13/2023,10337,6/24/2021,Infused Pre-Rolls,Grams,0,0,718.9,19218.46,718.9,19218.46
11/13/2023,10337,6/24/2021,Raw Pre-Rolls,Grams,0,0,35132.65,521738.97,35132.65,521738.97
11/13/2023,10337,6/24/2021,Concentrate (Each),Each,4261,231330.97,0,0,4261,231330.97
11/13/2023,10354,6/25/2021,Infused Pre-Rolls,Grams,0,0,849.37,22105.29,849.37,22105.29
11/13/2023,10354,6/25/2021,Infused (non-edible),Each,537,22366.33,0,0,537,22366.33
11/13/2023,10354,6/25/2021,Kief,Milligrams,0,0,1000,30,1000,30
11/13/2023,10354,6/25/2021,Concentrate (Each),Each,5445,295762.08,0,0,5445,295762.08
11/13/2023,10354,6/25/2021,Raw Pre-Rolls,Grams,0,0,7,116.68,7,116.68
11/13/2023,10354,6/25/2021,Concentrate (Bulk),Grams,0,0,6,330.27,6,330.27
11/13/2023,10354,6/25/2021,Infused Pre-Rolls,Milligrams,0,0,34500,575,34500,575
11/13/2023,10354,6/25/2021,Infused Beverage,Each,7097,57756.54,0,0,7097,57756.54
11/13/2023,10354,6/25/2021,Shake/Trim (by strain),Grams,0,0,2685.75,21753.34,2685.75,21753.34
11/13/2023,10354,6/25/2021,Vape Product,Each,17208,978845.69,0,0,17208,978845.69
11/13/2023,10354,6/25/2021,Infused (edible),Each,2,50,0,0,2,50
11/13/2023,10354,6/25/2021,Kief,Grams,0,0,163.57,4368.46,163.57,4368.46
11/13/2023,10354,6/25/2021,Concentrate,Grams,0,0,174,11963.87,174,11963.87
11/13/2023,10354,6/25/2021,Shake/Trim,Grams,0,0,127.75,1845.85,127.75,1845.85
11/13/2023,10354,6/25/2021,Concentrate,Milligrams,0,0,3000,200,3000,200
11/13/2023,10354,6/25/2021,Raw Pre-Rolls,Grams,0,0,42858.73,635730.85,42858.73,635730.85
11/13/2023,10354,6/25/2021,Infused (edible),Each,28844,716762.67,0,0,28844,716762.67
11/13/2023,10354,6/25/2021,Buds,Grams,0,0,150010.53,2081115.29,150010.53,2081115.29
11/13/2023,10372,6/26/2021,Kief,Milligrams,0,0,2000,60,2000,60
11/13/2023,10372,6/26/2021,Concentrate (Bulk),Grams,0,0,2,96,2,96
11/13/2023,10372,6/26/2021,Concentrate,Grams,0,0,118.5,8423.74,118.5,8423.74
11/13/2023,10372,6/26/2021,Buds,Grams,0,0,139400.04,1945212.82,139400.04,1945212.82
11/13/2023,10372,6/26/2021,Infused Pre-Rolls,Grams,0,0,866.43,23166.22,866.43,23166.22
11/13/2023,10372,6/26/2021,Infused (non-edible),Each,563,23932.43,0,0,563,23932.43
11/13/2023,10372,6/26/2021,Vape Product,Each,16448,942926.68,0,0,16448,942926.68
11/13/2023,10372,6/26/2021,Infused Beverage,Each,7557,62990.05,0,0,7557,62990.05
11/13/2023,10372,6/26/2021,Infused (edible),Each,31437,776226.71,0,0,31437,776226.71
11/13/2023,10372,6/26/2021,Infused Pre-Rolls,Milligrams,0,0,25500,425,25500,425
11/13/2023,10372,6/26/2021,Raw Pre-Rolls,Grams,0,0,39028.74,586804.57,39028.74,586804.57
11/13/2023,10372,6/26/2021,Raw Pre-Rolls,Grams,0,0,7,116.68,7,116.68
11/13/2023,10372,6/26/2021,Infused (edible),Each,16,408.34,0,0,16,408.34
11/13/2023,10372,6/26/2021,Concentrate,Milligrams,0,0,4000,300,4000,300
11/13/2023,10372,6/26/2021,Shake/Trim,Grams,0,0,68,986.54,68,986.54
11/13/2023,10372,6/26/2021,Shake/Trim (by strain),Grams,0,0,2362.7,20026.11,2362.7,20026.11
11/13/2023,10372,6/26/2021,Kief,Grams,0,0,139.79,3858.56,139.79,3858.56
11/13/2023,10372,6/26/2021,Concentrate (Each),Each,5188,284446.87,0,0,5188,284446.87
11/13/2023,10390,6/27/2021,Infused Pre-Rolls,Milligrams,0,0,5000,70,5000,70
11/13/2023,10390,6/27/2021,Infused Pre-Rolls,Grams,0,0,535.89,13969.97,535.89,13969.97
11/13/2023,10390,6/27/2021,Shake/Trim (by strain),Grams,0,0,2065.5,16690.22,2065.5,16690.22
11/13/2023,10390,6/27/2021,Buds,Grams,0,0,108925.07,1504825.11,108925.07,1504825.11
11/13/2023,10390,6/27/2021,Concentrate (Bulk),Grams,0,0,4,206.09,4,206.09
11/13/2023,10390,6/27/2021,Raw Pre-Rolls,Grams,0,0,30432.77,452729.63,30432.77,452729.63
11/13/2023,10390,6/27/2021,Kief,Grams,0,0,139.86,3831.31,139.86,3831.31
11/13/2023,10390,6/27/2021,Infused Beverage,Each,5493,46158.02,0,0,5493,46158.02
11/13/2023,10390,6/27/2021,Concentrate,Grams,0,0,116,7677.08,116,7677.08
11/13/2023,10390,6/27/2021,Concentrate (Each),Each,4123,224239.75,0,0,4123,224239.75
11/13/2023,10390,6/27/2021,Shake/Trim,Grams,0,0,68.75,1007.51,68.75,1007.51
11/13/2023,10390,6/27/2021,Infused (edible),Each,22089,551413.75,0,0,22089,551413.75
11/13/2023,10390,6/27/2021,Vape Product,Each,12768,732627.5,0,0,12768,732627.5
11/13/2023,10390,6/27/2021,Infused (non-edible),Each,442,18334.31,0,0,442,18334.31
11/13/2023,10390,6/27/2021,Concentrate,Milligrams,0,0,1000,80,1000,80
11/13/2023,10405,6/28/2021,Shake/Trim,Grams,0,0,95.25,1173.91,95.25,1173.91
11/13/2023,10405,6/28/2021,Vape Product,Each,11166,644927.1,0,0,11166,644927.1
11/13/2023,10405,6/28/2021,Concentrate,Milligrams,0,0,2000,160,2000,160
11/13/2023,10405,6/28/2021,Infused (non-edible),Each,375,15421.89,0,0,375,15421.89
11/13/2023,10405,6/28/2021,Concentrate (Bulk),Grams,0,0,1,60,1,60
11/13/2023,10405,6/28/2021,Infused Beverage,Each,4267,34462.09,0,0,4267,34462.09
11/13/2023,10405,6/28/2021,Shake/Trim (by strain),Grams,0,0,2825.75,20060.24,2825.75,20060.24
11/13/2023,10405,6/28/2021,Kief,Milligrams,0,0,2000,60,2000,60
11/13/2023,10405,6/28/2021,Concentrate,Grams,0,0,109,7233.58,109,7233.58
11/13/2023,10405,6/28/2021,Infused Pre-Rolls,Milligrams,0,0,1500,25,1500,25
11/13/2023,10405,6/28/2021,Infused (edible),Each,17552,435591.39,0,0,17552,435591.39
11/13/2023,10405,6/28/2021,Raw Pre-Rolls,Grams,0,0,29257.98,436855.17,29257.98,436855.17
11/13/2023,10405,6/28/2021,Buds,Grams,0,0,102203.1,1411581.17,102203.1,1411581.17
11/13/2023,10405,6/28/2021,Infused Pre-Rolls,Grams,0,0,537.57,13798.03,537.57,13798.03
11/13/2023,10405,6/28/2021,Concentrate (Each),Each,3763,203772.95,0,0,3763,203772.95
11/13/2023,10405,6/28/2021,Kief,Grams,0,0,109,2937.74,109,2937.74
11/13/2023,10421,6/29/2021,Infused Pre-Rolls,Grams,0,0,522.71,14223.01,522.71,14223.01
11/13/2023,10421,6/29/2021,Infused Beverage,Each,4515,38191.77,0,0,4515,38191.77
11/13/2023,10421,6/29/2021,Raw Pre-Rolls,Grams,0,0,31.5,525.06,31.5,525.06
11/13/2023,10421,6/29/2021,Concentrate (Each),Each,4354,233463.61,0,0,4354,233463.61
11/13/2023,10421,6/29/2021,Concentrate,Milligrams,0,0,2000,160,2000,160
11/13/2023,10421,6/29/2021,Kief,Grams,0,0,111.86,3075.84,111.86,3075.84
11/13/2023,10421,6/29/2021,Infused (edible),Each,15,395.85,0,0,15,395.85
11/13/2023,10421,6/29/2021,Vape Product,Each,11635,660473.72,0,0,11635,660473.72
11/13/2023,10421,6/29/2021,Infused (edible),Each,18119,448629.62,0,0,18119,448629.62
11/13/2023,10421,6/29/2021,Infused (non-edible),Each,363,13574.62,0,0,363,13574.62
11/13/2023,10421,6/29/2021,Buds,Grams,0,0,107967.63,1484766.69,107967.63,1484766.69
11/13/2023,10421,6/29/2021,Raw Pre-Rolls,Grams,0,0,31086.34,464917.29,31086.34,464917.29
11/13/2023,10421,6/29/2021,Shake/Trim (by strain),Grams,0,0,3266,24466.67,3266,24466.67
11/13/2023,10421,6/29/2021,Kief,Milligrams,0,0,1000,30,1000,30
11/13/2023,10421,6/29/2021,Concentrate,Grams,0,0,117,8017.78,117,8017.78
11/13/2023,10421,6/29/2021,Shake/Trim,Grams,0,0,41.75,821.17,41.75,821.17
11/13/2023,10437,6/30/2021,Raw Pre-Rolls,Grams,0,0,32749.16,492352.34,32749.16,492352.34
11/13/2023,10437,6/30/2021,Infused Beverage,Each,5046,42243.38,0,0,5046,42243.38
11/13/2023,10437,6/30/2021,Shake/Trim,Grams,0,0,81,1114.34,81,1114.34
11/13/2023,10437,6/30/2021,Raw Pre-Rolls,Grams,0,0,28,466.72,28,466.72
11/13/2023,10437,6/30/2021,Concentrate,Grams,0,0,133,8860.47,133,8860.47
11/13/2023,10437,6/30/2021,Buds,Grams,0,0,115293.2,1596972.58,115293.2,1596972.58
11/13/2023,10437,6/30/2021,Concentrate (Each),Each,4251,229440.25,0,0,4251,229440.25
11/13/2023,10437,6/30/2021,Kief,Grams,0,0,116.86,3296.54,116.86,3296.54
11/13/2023,10437,6/30/2021,Shake/Trim (by strain),Grams,0,0,3345.75,24162.18,3345.75,24162.18
11/13/2023,10437,6/30/2021,Concentrate (Bulk),Grams,0,0,3,163.34,3,163.34
11/13/2023,10437,6/30/2021,Infused (edible),Each,20607,500016.98,0,0,20607,500016.98
11/13/2023,10437,6/30/2021,Vape Product,Each,13010,731172.57,0,0,13010,731172.57
11/13/2023,10437,6/30/2021,Kief,Milligrams,0,0,2000,60,2000,60
11/13/2023,10437,6/30/2021,Concentrate,Milligrams,0,0,3000,240,3000,240
11/13/2023,10437,6/30/2021,Infused Pre-Rolls,Grams,0,0,617.87,16810.17,617.87,16810.17
11/13/2023,10437,6/30/2021,Infused (non-edible),Each,374,13359.72,0,0,374,13359.72
11/13/2023,10453,7/1/2021,Buds,Grams,0,0,141203.38,1947079.32,141203.38,1947079.32
11/13/2023,10453,7/1/2021,Infused (edible),Each,29,670.9,0,0,29,670.9
11/13/2023,10453,7/1/2021,Shake/Trim,Grams,0,0,109.5,1334.68,109.5,1334.68
11/13/2023,10453,7/1/2021,Concentrate,Milligrams,0,0,2000,160,2000,160
11/13/2023,10453,7/1/2021,Infused (non-edible),Each,422,17976.58,0,0,422,17976.58
11/13/2023,10453,7/1/2021,Buds,Grams,0,0,10,150.01,10,150.01
11/13/2023,10453,7/1/2021,Raw Pre-Rolls,Grams,0,0,38677.29,579285.88,38677.29,579285.88
11/13/2023,10453,7/1/2021,Kief,Grams,0,0,156.72,4381.05,156.72,4381.05
11/13/2023,10453,7/1/2021,Concentrate,Grams,0,0,138.5,9815.7,138.5,9815.7
11/13/2023,10453,7/1/2021,Concentrate (Each),Each,5123,278840.58,0,0,5123,278840.58
11/13/2023,10453,7/1/2021,Concentrate (Bulk),Grams,0,0,4,230.4,4,230.4
11/13/2023,10453,7/1/2021,Infused Pre-Rolls,Grams,0,0,816.91,20399.06,816.91,20399.06
11/13/2023,10453,7/1/2021,Raw Pre-Rolls,Grams,0,0,37.4,633.41,37.4,633.41
11/13/2023,10453,7/1/2021,Vape Product,Each,16481,926806.25,0,0,16481,926806.25
11/13/2023,10453,7/1/2021,Shake/Trim (by strain),Grams,0,0,3521.5,27265.23,3521.5,27265.23
11/13/2023,10453,7/1/2021,Infused Beverage,Each,6525,53630.89,0,0,6525,53630.89
11/13/2023,10453,7/1/2021,Kief,Milligrams,0,0,1000,30,1000,30
11/13/2023,10453,7/1/2021,Infused (edible),Each,25988,643510.23,0,0,25988,643510.23
11/13/2023,10471,7/2/2021,Concentrate,Milligrams,0,0,1000,80,1000,80
11/13/2023,10471,7/2/2021,Raw Pre-Rolls,Grams,0,0,53248,769717.55,53248,769717.55
11/13/2023,10471,7/2/2021,Kief,Milligrams,0,0,3000,90,3000,90
11/13/2023,10471,7/2/2021,Raw Pre-Rolls,Grams,0,0,17.5,291.7,17.5,291.7
11/13/2023,10471,7/2/2021,Shake/Trim (by strain),Grams,0,0,4338.5,32706.37,4338.5,32706.37
11/13/2023,10471,7/2/2021,Shake/Trim,Grams,0,0,127.25,1221.29,127.25,1221.29
11/13/2023,10471,7/2/2021,Concentrate (Each),Each,6884,373796.32,0,0,6884,373796.32
11/13/2023,10471,7/2/2021,Vape Product,Each,20612,1159986.81,0,0,20612,1159986.81
11/13/2023,10471,7/2/2021,Buds,Grams,0,0,7,100,7,100
11/13/2023,10471,7/2/2021,Infused Pre-Rolls,Grams,0,0,1016.29,25881.37,1016.29,25881.37
11/13/2023,10471,7/2/2021,Concentrate,Grams,0,0,174.5,12080.7,174.5,12080.7
11/13/2023,10471,7/2/2021,Kief,Grams,0,0,195.07,5318.44,195.07,5318.44
11/13/2023,10471,7/2/2021,Infused (non-edible),Each,642,25914.42,0,0,642,25914.42
11/13/2023,10471,7/2/2021,Infused (edible),Each,36311,893821.97,0,0,36311,893821.97
11/13/2023,10471,7/2/2021,Buds,Grams,0,0,174700.93,2406595.43,174700.93,2406595.43
11/13/2023,10471,7/2/2021,Infused (edible),Each,15,400.02,0,0,15,400.02
11/13/2023,10471,7/2/2021,Infused Beverage,Each,9837,80689.08,0,0,9837,80689.08
11/13/2023,10471,7/2/2021,Concentrate (Bulk),Grams,0,0,5,290.4,5,290.4
11/13/2023,10489,7/3/2021,Buds,Grams,0,0,158104.87,2175024.61,158104.87,2175024.61
11/13/2023,10489,7/3/2021,Concentrate,Grams,0,0,177,12672.74,177,12672.74
11/13/2023,10489,7/3/2021,Infused (edible),Each,36569,895855.42,0,0,36569,895855.42
11/13/2023,10489,7/3/2021,Infused (edible),Each,44,742.38,0,0,44,742.38
11/13/2023,10489,7/3/2021,Buds,Grams,0,0,28,340,28,340
11/13/2023,10489,7/3/2021,Concentrate (Bulk),Grams,0,0,6,316.8,6,316.8
11/13/2023,10489,7/3/2021,Infused Beverage,Each,9608,77687.81,0,0,9608,77687.81
11/13/2023,10489,7/3/2021,Infused Beverages (Bulk),Milliliters,0,0,0,12,0,12
11/13/2023,10489,7/3/2021,Shake/Trim,Grams,0,0,27.75,439.67,27.75,439.67
11/13/2023,10489,7/3/2021,Raw Pre-Rolls,Grams,0,0,49007.6,704566.82,49007.6,704566.82
11/13/2023,10489,7/3/2021,Concentrate,Milligrams,0,0,4000,320,4000,320
11/13/2023,10489,7/3/2021,Vape Product,Each,18441,1046628.06,0,0,18441,1046628.06
11/13/2023,10489,7/3/2021,Vape Product,Each,3,187.5,0,0,3,187.5
11/13/2023,10489,7/3/2021,Concentrate (Each),Each,6158,330849.05,0,0,6158,330849.05
11/13/2023,10489,7/3/2021,Infused Pre-Rolls,Grams,0,0,945.76,24078.1,945.76,24078.1
11/13/2023,10489,7/3/2021,Raw Pre-Rolls,Grams,0,0,50.5,764.14,50.5,764.14
11/13/2023,10489,7/3/2021,Infused (edible),Each,12,312.51,0,0,12,312.51
11/13/2023,10489,7/3/2021,Shake/Trim (by strain),Grams,0,0,3305.25,24545.62,3305.25,24545.62
11/13/2023,10489,7/3/2021,Kief,Grams,0,0,213,5870.61,213,5870.61
11/13/2023,10489,7/3/2021,Concentrate (Each),Each,5,175,0,0,5,175
11/13/2023,10489,7/3/2021,Buds,Grams,0,0,31.5,450,31.5,450
11/13/2023,10489,7/3/2021,Infused (non-edible),Each,715,27860.28,0,0,715,27860.28
11/13/2023,10489,7/3/2021,Raw Pre-Rolls,Grams,0,0,30.1,525.07,30.1,525.07
11/13/2023,10489,7/3/2021,Kief,Milligrams,0,0,1000,30,1000,30
11/13/2023,10513,7/4/2021,Concentrate,Grams,0,0,96,7114.27,96,7114.27
11/13/2023,10513,7/4/2021,Vape Product,Each,8543,480182.9,0,0,8543,480182.9
11/13/2023,10513,7/4/2021,Infused Beverages (Bulk),Milliliters,0,0,0,20,0,20
11/13/2023,10513,7/4/2021,Infused Beverage,Each,4241,38120.48,0,0,4241,38120.48
11/13/2023,10513,7/4/2021,Infused (non-edible),Each,394,15371.78,0,0,394,15371.78
11/13/2023,10513,7/4/2021,Concentrate (Each),Each,3052,164816.02,0,0,3052,164816.02
11/13/2023,10513,7/4/2021,Kief,Grams,0,0,118,3196.5,118,3196.5
11/13/2023,10513,7/4/2021,Shake/Trim (by strain),Grams,0,0,2080.5,16282.14,2080.5,16282.14
11/13/2023,10513,7/4/2021,Shake/Trim,Grams,0,0,38.5,451.34,38.5,451.34
11/13/2023,10513,7/4/2021,Infused (edible),Each,16698,405235.36,0,0,16698,405235.36
11/13/2023,10513,7/4/2021,Buds,Grams,0,0,78148.21,1083854.48,78148.21,1083854.48
11/13/2023,10513,7/4/2021,Raw Pre-Rolls,Grams,0,0,25894.9,377085.38,25894.9,377085.38
11/13/2023,10513,7/4/2021,Concentrate,Milligrams,0,0,1000,80,1000,80
11/13/2023,10513,7/4/2021,Concentrate (Bulk),Grams,0,0,3,180,3,180
11/13/2023,10513,7/4/2021,Infused Pre-Rolls,Grams,0,0,484.56,12885.08,484.56,12885.08
11/13/2023,10528,7/5/2021,Concentrate,Milligrams,0,0,5000,400,5000,400
11/13/2023,10528,7/5/2021,Infused (edible),Each,10,150,0,0,10,150
11/13/2023,10528,7/5/2021,Concentrate (Bulk),Grams,0,0,1,60,1,60
11/13/2023,10528,7/5/2021,Shake/Trim,Grams,0,0,77.75,668.85,77.75,668.85
11/13/2023,10528,7/5/2021,Infused (edible),Each,20601,505734.51,0,0,20601,505734.51
11/13/2023,10528,7/5/2021,Buds,Grams,0,0,110400.6,1522720.33,110400.6,1522720.33
11/13/2023,10528,7/5/2021,Infused Beverage,Each,4646,39232.58,0,0,4646,39232.58
11/13/2023,10528,7/5/2021,Kief,Grams,0,0,156.07,4289.18,156.07,4289.18
11/13/2023,10528,7/5/2021,Infused (non-edible),Each,478,18894.23,0,0,478,18894.23
11/13/2023,10528,7/5/2021,Infused Pre-Rolls,Grams,0,0,474.15,13667.51,474.15,13667.51
11/13/2023,10528,7/5/2021,Vape Product,Each,5,312.5,0,0,5,312.5
11/13/2023,10528,7/5/2021,Shake/Trim (by strain),Grams,0,0,2854.75,21229.98,2854.75,21229.98
11/13/2023,10528,7/5/2021,Raw Pre-Rolls,Grams,0,0,34069.21,496627.69,34069.21,496627.69
11/13/2023,10528,7/5/2021,Vape Product,Each,12740,726700.22,0,0,12740,726700.22
11/13/2023,10528,7/5/2021,Concentrate,Grams,0,0,124.5,8219.37,124.5,8219.37
11/13/2023,10528,7/5/2021,Kief,Milligrams,0,0,860,72,860,72
11/13/2023,10528,7/5/2021,Raw Pre-Rolls,Grams,0,0,54,818.3,54,818.3
11/13/2023,10528,7/5/2021,Concentrate (Each),Each,4226,228183.46,0,0,4226,228183.46
11/13/2023,10546,7/6/2021,Vape Product,Each,11513,659116.79,0,0,11513,659116.79
11/13/2023,10546,7/6/2021,Concentrate (Each),Each,3789,204884.98,0,0,3789,204884.98
11/13/2023,10546,7/6/2021,Concentrate,Milligrams,0,0,1000,80,1000,80
11/13/2023,10546,7/6/2021,Shake/Trim (by strain),Grams,0,0,2927.75,22179.15,2927.75,22179.15
11/13/2023,10546,7/6/2021,Concentrate,Grams,0,0,131.3,8080.25,131.3,8080.25
11/13/2023,10546,7/6/2021,Raw Pre-Rolls,Milligrams,0,0,9000,164.4,9000,164.4
11/13/2023,10546,7/6/2021,Infused (edible),Each,2,50,0,0,2,50
11/13/2023,10546,7/6/2021,Concentrate (Bulk),Grams,0,0,1,60,1,60
11/13/2023,10546,7/6/2021,Kief,Grams,0,0,117.07,3227.28,117.07,3227.28
11/13/2023,10546,7/6/2021,Infused (non-edible),Each,423,15642.85,0,0,423,15642.85
11/13/2023,10546,7/6/2021,Buds,Grams,0,0,7,100,7,100
11/13/2023,10546,7/6/2021,Buds,Milligrams,0,0,21000,276,21000,276
11/13/2023,10546,7/6/2021,Raw Pre-Rolls,Grams,0,0,8.6,150.02,8.6,150.02
11/13/2023,10546,7/6/2021,Infused Beverage,Each,3571,29969.64,0,0,3571,29969.64
11/13/2023,10546,7/6/2021,Infused Pre-Rolls,Grams,0,0,530.84,15016.18,530.84,15016.18
11/13/2023,10546,7/6/2021,Shake/Trim,Grams,0,0,34,343.34,34,343.34
11/13/2023,10546,7/6/2021,Infused (edible),Each,18042,448495.05,0,0,18042,448495.05
11/13/2023,10546,7/6/2021,Concentrate (Each),Each,4,200,0,0,4,200
11/13/2023,10546,7/6/2021,Buds,Grams,0,0,101721.84,1417016.9,101721.84,1417016.9
11/13/2023,10546,7/6/2021,Raw Pre-Rolls,Grams,0,0,29784.57,447579.82,29784.57,447579.82
11/13/2023,10566,7/7/2021,Raw Pre-Rolls,Grams,0,0,33632.31,502571.88,33632.31,502571.88
11/13/2023,10566,7/7/2021,Shake/Trim (by strain),Grams,0,0,3167.5,24172.96,3167.5,24172.96
11/13/2023,10566,7/7/2021,Concentrate (Bulk),Grams,0,0,4,230,4,230
11/13/2023,10566,7/7/2021,Infused (non-edible),Each,420,17376.1,0,0,420,17376.1
11/13/2023,10566,7/7/2021,Raw Pre-Rolls,Milligrams,0,0,7000,127.2,7000,127.2
11/13/2023,10566,7/7/2021,Infused Pre-Rolls,Grams,0,0,585.92,16551.94,585.92,16551.94
11/13/2023,10566,7/7/2021,Infused (edible),Each,19279,477973.63,0,0,19279,477973.63
11/13/2023,10566,7/7/2021,Vape Product,Each,12695,708739.45,0,0,12695,708739.45
11/13/2023,10566,7/7/2021,Infused Beverage,Each,4017,34058.37,0,0,4017,34058.37
11/13/2023,10566,7/7/2021,Raw Pre-Rolls,Grams,0,0,28.5,427.5,28.5,427.5
11/13/2023,10566,7/7/2021,Concentrate (Each),Each,4344,235574.9,0,0,4344,235574.9
11/13/2023,10566,7/7/2021,Vape Product,Each,7,437.5,0,0,7,437.5
11/13/2023,10566,7/7/2021,Kief,Milligrams,0,0,1290,108,1290,108
11/13/2023,10566,7/7/2021,Kief,Grams,0,0,161.07,4417,161.07,4417
11/13/2023,10566,7/7/2021,Buds,Grams,0,0,115014.61,1588891.21,115014.61,1588891.21
11/13/2023,10566,7/7/2021,Shake/Trim,Grams,0,0,77,685.85,77,685.85
11/13/2023,10566,7/7/2021,Buds,Milligrams,0,0,10500,170.4,10500,170.4
11/13/2023,10566,7/7/2021,Infused (edible),Each,22,313.28,0,0,22,313.28
11/13/2023,10566,7/7/2021,Concentrate,Milligrams,0,0,1000,80,1000,80
11/13/2023,10566,7/7/2021,Concentrate,Grams,0,0,137,9740.14,137,9740.14
11/13/2023,10586,7/8/2021,Raw Pre-Rolls,Grams,0,0,85.7,1479.37,85.7,1479.37
11/13/2023,10586,7/8/2021,Infused (non-edible),Each,11,220,0,0,11,220
11/13/2023,10586,7/8/2021,Infused (non-edible),Each,511,20274.44,0,0,511,20274.44
11/13/2023,10586,7/8/2021,Buds,Grams,0,0,93,1275.5,93,1275.5
11/13/2023,10586,7/8/2021,Concentrate (Bulk),Milligrams,0,0,1000,50.4,1000,50.4
11/13/2023,10586,7/8/2021,Infused Beverage,Each,4504,37732.62,0,0,4504,37732.62
11/13/2023,10586,7/8/2021,Buds,Grams,0,0,20.5,300.01,20.5,300.01
11/13/2023,10586,7/8/2021,Concentrate (Each),Each,4,120,0,0,4,120
11/13/2023,10586,7/8/2021,Concentrate (Each),Each,4931,267415.45,0,0,4931,267415.45
11/13/2023,10586,7/8/2021,Raw Pre-Rolls,Milligrams,0,0,13000,205.16,13000,205.16
11/13/2023,10586,7/8/2021,Vape Product,Each,22,1472.5,0,0,22,1472.5
11/13/2023,10586,7/8/2021,Concentrate,Milligrams,0,0,2000,160,2000,160
11/13/2023,10586,7/8/2021,Infused (edible),Each,7,175,0,0,7,175
11/13/2023,10586,7/8/2021,Shake/Trim,Grams,0,0,73,595.85,73,595.85
11/13/2023,10586,7/8/2021,Vape Product,Each,15018,823153.95,0,0,15018,823153.95
11/13/2023,10586,7/8/2021,Buds,Grams,0,0,123769.53,1707974.88,123769.53,1707974.88
11/13/2023,10586,7/8/2021,Buds,Milligrams,0,0,49000,615.12,49000,615.12
11/13/2023,10586,7/8/2021,Concentrate,Grams,0,0,136,9250.71,136,9250.71
11/13/2023,10586,7/8/2021,Raw Pre-Rolls,Grams,0,0,19,285,19,285
11/13/2023,10586,7/8/2021,Shake/Trim (by strain),Grams,0,0,3425.25,26303.47,3425.25,26303.47
11/13/2023,10586,7/8/2021,Kief,Grams,0,0,150,4103.6,150,4103.6
11/13/2023,10586,7/8/2021,Infused (edible),Each,23167,578259.1,0,0,23167,578259.1
11/13/2023,10586,7/8/2021,Infused Pre-Rolls,Grams,0,0,762.64,21512.3,762.64,21512.3
11/13/2023,10586,7/8/2021,Kief,Milligrams,0,0,2580,216,2580,216
11/13/2023,10586,7/8/2021,Infused (edible),Each,37,997,0,0,37,997
11/13/2023,10586,7/8/2021,Raw Pre-Rolls,Grams,0,0,36943.24,556215.73,36943.24,556215.73
11/13/2023,10586,7/8/2021,Infused Beverage,Each,50,603,0,0,50,603
11/13/2023,10613,7/9/2021,Concentrate,Milligrams,0,0,3000,240,3000,240
11/13/2023,10613,7/9/2021,Concentrate (Each),Each,17,685,0,0,17,685
11/13/2023,10613,7/9/2021,Shake/Trim (by strain),Grams,0,0,3448.25,26150.48,3448.25,26150.48
11/13/2023,10613,7/9/2021,Buds,Grams,0,0,148175.09,2036858.76,148175.09,2036858.76
11/13/2023,10613,7/9/2021,Raw Pre-Rolls,Milligrams,0,0,16000,250.16,16000,250.16
11/13/2023,10613,7/9/2021,Kief,Milligrams,0,0,6290,247.2,6290,247.2
11/13/2023,10613,7/9/2021,Infused (edible),Each,29,691.72,0,0,29,691.72
11/13/2023,10613,7/9/2021,Infused (edible),Each,28956,712164.5,0,0,28956,712164.5
11/13/2023,10613,7/9/2021,Vape Product,Each,18560,1015252.53,0,0,18560,1015252.53
11/13/2023,10613,7/9/2021,Concentrate,Grams,0,0,234.6,15191.92,234.6,15191.92
11/13/2023,10613,7/9/2021,Infused (non-edible),Each,4,80,0,0,4,80
11/13/2023,10613,7/9/2021,Kief,Grams,0,0,484,10055.94,484,10055.94
11/13/2023,10613,7/9/2021,Buds,Grams,0,0,38.5,550,38.5,550
11/13/2023,10613,7/9/2021,Infused Beverage,Each,17,240,0,0,17,240
11/13/2023,10613,7/9/2021,Raw Pre-Rolls,Grams,0,0,43544.16,654701.57,43544.16,654701.57
11/13/2023,10613,7/9/2021,Infused Pre-Rolls,Grams,0,0,931.23,25157.78,931.23,25157.78
11/13/2023,10613,7/9/2021,Raw Pre-Rolls,Grams,0,0,97.25,1456.31,97.25,1456.31
