CCCLastUpdated,RecordNo,SaleDate,ProductCategoryName,UnitOfMeasureName,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,TotalPrice
11/13/2023,10613,7/9/2021,Shake/Trim,Grams,0,0,136,1222.53,136,1222.53
11/13/2023,10613,7/9/2021,Vape Product,Each,66,3052.5,0,0,66,3052.5
11/13/2023,10613,7/9/2021,Raw Pre-Rolls,Grams,0,0,29,516.76,29,516.76
11/13/2023,10613,7/9/2021,Infused Beverage,Each,6847,56335.92,0,0,6847,56335.92
11/13/2023,10613,7/9/2021,Buds,Grams,0,0,259.2,3713.38,259.2,3713.38
11/13/2023,10613,7/9/2021,Infused Pre-Rolls,Grams,0,0,3,80,3,80
11/13/2023,10613,7/9/2021,Infused (non-edible),Each,509,19378.7,0,0,509,19378.7
11/13/2023,10613,7/9/2021,Infused (edible),Each,111,2445.44,0,0,111,2445.44
11/13/2023,10613,7/9/2021,Concentrate (Bulk),Grams,0,0,3,130,3,130
11/13/2023,10613,7/9/2021,Concentrate,Grams,0,0,2,220,2,220
11/13/2023,10613,7/9/2021,Buds,Milligrams,0,0,56000,581.56,56000,581.56
11/13/2023,10613,7/9/2021,Concentrate (Each),Each,6783,342158.59,0,0,6783,342158.59
11/13/2023,10642,7/10/2021,Vape Product,Each,47,2995,0,0,47,2995
11/13/2023,10642,7/10/2021,Shake/Trim,Grams,0,0,49,522.51,49,522.51
11/13/2023,10642,7/10/2021,Infused Pre-Rolls,Grams,0,0,1118.13,30292.61,1118.13,30292.61
11/13/2023,10642,7/10/2021,Shake/Trim (by strain),Grams,0,0,3932.25,28580.4,3932.25,28580.4
11/13/2023,10642,7/10/2021,Kief,Milligrams,0,0,2150,180,2150,180
11/13/2023,10642,7/10/2021,Raw Pre-Rolls,Grams,0,0,37.1,670.95,37.1,670.95
11/13/2023,10642,7/10/2021,Infused Beverage,Each,7689,63706.76,0,0,7689,63706.76
11/13/2023,10642,7/10/2021,Concentrate (Each),Each,7417,361718.25,0,0,7417,361718.25
11/13/2023,10642,7/10/2021,Kief,Grams,0,0,330.07,6655.86,330.07,6655.86
11/13/2023,10642,7/10/2021,Infused Beverage,Each,51,357,0,0,51,357
11/13/2023,10642,7/10/2021,Infused (non-edible),Each,703,28619.84,0,0,703,28619.84
11/13/2023,10642,7/10/2021,Infused (edible),Each,30715,767486.72,0,0,30715,767486.72
11/13/2023,10642,7/10/2021,Raw Pre-Rolls,Grams,0,0,42442.57,638418.69,42442.57,638418.69
11/13/2023,10642,7/10/2021,Raw Pre-Rolls,Milligrams,0,0,2000,32.64,2000,32.64
11/13/2023,10642,7/10/2021,Infused (non-edible),Each,6,120,0,0,6,120
11/13/2023,10642,7/10/2021,Infused (edible),Each,4,108.34,0,0,4,108.34
11/13/2023,10642,7/10/2021,Concentrate (Bulk),Grams,0,0,4,180,4,180
11/13/2023,10642,7/10/2021,Concentrate (Each),Each,7,437.5,0,0,7,437.5
11/13/2023,10642,7/10/2021,Concentrate (Each),Each,8,562.5,0,0,8,562.5
11/13/2023,10642,7/10/2021,Raw Pre-Rolls,Grams,0,0,13.5,201,13.5,201
11/13/2023,10642,7/10/2021,Infused (edible),Each,118,3433.93,0,0,118,3433.93
11/13/2023,10642,7/10/2021,Concentrate,Milligrams,0,0,2000,160,2000,160
11/13/2023,10642,7/10/2021,Buds,Milligrams,0,0,59500,716.4,59500,716.4
11/13/2023,10642,7/10/2021,Vape Product,Each,18368,1000963.62,0,0,18368,1000963.62
11/13/2023,10642,7/10/2021,Buds,Grams,0,0,1854.5,4524.69,1854.5,4524.69
11/13/2023,10642,7/10/2021,Buds,Grams,0,0,7,116.69,7,116.69
11/13/2023,10642,7/10/2021,Concentrate,Grams,0,0,184.1,11641.89,184.1,11641.89
11/13/2023,10642,7/10/2021,Infused Pre-Rolls,Grams,0,0,5.25,140,5.25,140
11/13/2023,10642,7/10/2021,Buds,Grams,0,0,142186.84,1989516.02,142186.84,1989516.02
11/13/2023,10671,7/11/2021,Kief,Milligrams,0,0,2150,180,2150,180
11/13/2023,10671,7/11/2021,Raw Pre-Rolls,Grams,0,0,30683.84,463592.26,30683.84,463592.26
11/13/2023,10671,7/11/2021,Concentrate,Milligrams,0,0,5000,370,5000,370
11/13/2023,10671,7/11/2021,Concentrate,Grams,0,0,99,6852.79,99,6852.79
11/13/2023,10671,7/11/2021,Shake/Trim,Grams,0,0,25,434.17,25,434.17
11/13/2023,10671,7/11/2021,Buds,Grams,0,0,104660.71,1469597.82,104660.71,1469597.82
11/13/2023,10671,7/11/2021,Infused (edible),Each,21537,538527.31,0,0,21537,538527.31
11/13/2023,10671,7/11/2021,Vape Product,Each,13927,763878.5,0,0,13927,763878.5
11/13/2023,10671,7/11/2021,Shake/Trim (by strain),Grams,0,0,3063.25,22452.61,3063.25,22452.61
11/13/2023,10671,7/11/2021,Concentrate (Bulk),Grams,0,0,3,140,3,140
11/13/2023,10671,7/11/2021,Raw Pre-Rolls,Grams,0,0,15,225,15,225
11/13/2023,10671,7/11/2021,Infused Beverage,Each,4814,39938.08,0,0,4814,39938.08
11/13/2023,10671,7/11/2021,Raw Pre-Rolls,Milligrams,0,0,5000,79.44,5000,79.44
11/13/2023,10671,7/11/2021,Infused (non-edible),Each,496,19100.17,0,0,496,19100.17
11/13/2023,10671,7/11/2021,Infused (edible),Each,38,1101.98,0,0,38,1101.98
11/13/2023,10671,7/11/2021,Kief,Grams,0,0,195.07,4443.82,195.07,4443.82
11/13/2023,10671,7/11/2021,Buds,Grams,0,0,56.5,781,56.5,781
11/13/2023,10671,7/11/2021,Concentrate (Each),Each,4993,257321.6,0,0,4993,257321.6
11/13/2023,10671,7/11/2021,Buds,Milligrams,0,0,70000,705.37,70000,705.37
11/13/2023,10671,7/11/2021,Vape Product,Each,2,120,0,0,2,120
11/13/2023,10671,7/11/2021,Infused Pre-Rolls,Grams,0,0,569.39,17007.23,569.39,17007.23
11/13/2023,10671,7/11/2021,Infused (non-edible),Each,3,60,0,0,3,60
11/13/2023,10693,7/12/2021,Buds,Grams,0,0,104124.71,1464286.28,104124.71,1464286.28
11/13/2023,10693,7/12/2021,Vape Product,Each,38,1782.5,0,0,38,1782.5
11/13/2023,10693,7/12/2021,Concentrate (Each),Each,4578,234944.73,0,0,4578,234944.73
11/13/2023,10693,7/12/2021,Concentrate (Each),Each,13,555,0,0,13,555
11/13/2023,10693,7/12/2021,Raw Pre-Rolls,Grams,0,0,18,270,18,270
11/13/2023,10693,7/12/2021,Infused Pre-Rolls,Grams,0,0,529.97,15335.53,529.97,15335.53
11/13/2023,10693,7/12/2021,Concentrate (Bulk),Grams,0,0,7,300,7,300
11/13/2023,10693,7/12/2021,Shake/Trim (by strain),Grams,0,0,3742.25,25342.77,3742.25,25342.77
11/13/2023,10693,7/12/2021,Infused (non-edible),Each,4,140,0,0,4,140
11/13/2023,10693,7/12/2021,Infused (edible),Each,83,1789.5,0,0,83,1789.5
11/13/2023,10693,7/12/2021,Concentrate,Grams,0,0,98,6593.79,98,6593.79
11/13/2023,10693,7/12/2021,Raw Pre-Rolls,Milligrams,0,0,12000,202.32,12000,202.32
11/13/2023,10693,7/12/2021,Raw Pre-Rolls,Grams,0,0,29483.96,447461.94,29483.96,447461.94
11/13/2023,10693,7/12/2021,Kief,Grams,0,0,144.14,3611.18,144.14,3611.18
11/13/2023,10693,7/12/2021,Infused (non-edible),Each,459,18040.98,0,0,459,18040.98
11/13/2023,10693,7/12/2021,Buds,Milligrams,0,0,31500,288.64,31500,288.64
11/13/2023,10693,7/12/2021,Infused (edible),Each,19300,480649.13,0,0,19300,480649.13
11/13/2023,10693,7/12/2021,Vape Product,Each,12657,699773.22,0,0,12657,699773.22
11/13/2023,10693,7/12/2021,Shake/Trim,Grams,0,0,92,865.02,92,865.02
11/13/2023,10693,7/12/2021,Infused Pre-Rolls,Grams,0,0,4.5,120,4.5,120
11/13/2023,10693,7/12/2021,Buds,Grams,0,0,98.5,1477,98.5,1477
11/13/2023,10693,7/12/2021,Infused Beverage,Each,3476,29505.72,0,0,3476,29505.72
11/13/2023,10693,7/12/2021,Kief,Milligrams,0,0,1430,66,1430,66
11/13/2023,10693,7/12/2021,Infused Beverage,Each,11,176,0,0,11,176
11/13/2023,10717,7/13/2021,Infused Pre-Rolls,Grams,0,0,24.75,660,24.75,660
11/13/2023,10717,7/13/2021,Vape Product,Each,66,3880,0,0,66,3880
11/13/2023,10717,7/13/2021,Buds,Milligrams,0,0,73500,733.2,73500,733.2
11/13/2023,10717,7/13/2021,Buds,Grams,0,0,10.5,166.69,10.5,166.69
11/13/2023,10717,7/13/2021,Concentrate (Each),Each,4579,236124.34,0,0,4579,236124.34
11/13/2023,10717,7/13/2021,Kief,Milligrams,0,0,2430,96,2430,96
11/13/2023,10717,7/13/2021,Infused Beverage,Each,3768,31143.44,0,0,3768,31143.44
11/13/2023,10717,7/13/2021,Concentrate,Grams,0,0,121.1,7642.27,121.1,7642.27
11/13/2023,10717,7/13/2021,Raw Pre-Rolls,Milligrams,0,0,4000,67.79,4000,67.79
11/13/2023,10717,7/13/2021,Kief,Grams,0,0,168.07,3876.6,168.07,3876.6
11/13/2023,10717,7/13/2021,Raw Pre-Rolls,Grams,0,0,30917.96,468267.38,30917.96,468267.38
11/13/2023,10717,7/13/2021,Infused (edible),Each,48,1470,0,0,48,1470
11/13/2023,10717,7/13/2021,Concentrate,Ounces,0,0,0.04,60,0.04,60
11/13/2023,10717,7/13/2021,Buds,Grams,0,0,329,4850.52,329,4850.52
11/13/2023,10717,7/13/2021,Raw Pre-Rolls,Grams,0,0,45.5,758.42,45.5,758.42
11/13/2023,10717,7/13/2021,Vape Product,Each,12429,687868.72,0,0,12429,687868.72
11/13/2023,10717,7/13/2021,Infused Pre-Rolls,Grams,0,0,519.08,14468.27,519.08,14468.27
11/13/2023,10717,7/13/2021,Raw Pre-Rolls,Grams,0,0,98.75,1404,98.75,1404
11/13/2023,10717,7/13/2021,Infused (non-edible),Each,440,16724.52,0,0,440,16724.52
11/13/2023,10717,7/13/2021,Infused (edible),Each,28,737.55,0,0,28,737.55
11/13/2023,10717,7/13/2021,Buds,Grams,0,0,106481.94,1485155.46,106481.94,1485155.46
11/13/2023,10717,7/13/2021,Infused Beverage,Each,26,182,0,0,26,182
11/13/2023,10717,7/13/2021,Shake/Trim,Grams,0,0,76,669.6,76,669.6
11/13/2023,10717,7/13/2021,Concentrate (Each),Each,33,1770,0,0,33,1770
11/13/2023,10717,7/13/2021,Concentrate (Bulk),Grams,0,0,1,50,1,50
11/13/2023,10717,7/13/2021,Shake/Trim (by strain),Grams,0,0,3456.8,23853.65,3456.8,23853.65
11/13/2023,10717,7/13/2021,Infused (edible),Each,19133,473989.34,0,0,19133,473989.34
11/13/2023,10744,7/14/2021,Infused (non-edible),Each,488,18253.24,0,0,488,18253.24
11/13/2023,10744,7/14/2021,Infused (non-edible),Each,4,80,0,0,4,80
11/13/2023,10744,7/14/2021,Buds,Grams,0,0,98.5,1455,98.5,1455
11/13/2023,10744,7/14/2021,Infused Pre-Rolls,Grams,0,0,3.75,100,3.75,100
11/13/2023,10744,7/14/2021,Concentrate,Ounces,0,0,0.08,120,0.08,120
11/13/2023,10744,7/14/2021,Vape Product,Each,35,1525,0,0,35,1525
11/13/2023,10744,7/14/2021,Kief,Grams,0,0,232.94,5087.27,232.94,5087.27
11/13/2023,10744,7/14/2021,Concentrate (Bulk),Grams,0,0,2,80,2,80
11/13/2023,10744,7/14/2021,Shake/Trim (by strain),Grams,0,0,3510,25411.87,3510,25411.87
11/13/2023,10744,7/14/2021,Concentrate (Each),Each,4621,240730.88,0,0,4621,240730.88
11/13/2023,10744,7/14/2021,Shake/Trim,Grams,0,0,37,478.34,37,478.34
11/13/2023,10744,7/14/2021,Vape Product,Each,13870,749815.99,0,0,13870,749815.99
11/13/2023,10744,7/14/2021,Infused (edible),Each,92,2635,0,0,92,2635
11/13/2023,10744,7/14/2021,Infused Pre-Rolls,Grams,0,0,516.61,15597.68,516.61,15597.68
11/13/2023,10744,7/14/2021,Infused (edible),Each,4,108.34,0,0,4,108.34
11/13/2023,10744,7/14/2021,Infused (edible),Each,20364,503741.37,0,0,20364,503741.37
11/13/2023,10744,7/14/2021,Raw Pre-Rolls,Grams,0,0,10.5,159,10.5,159
11/13/2023,10744,7/14/2021,Infused Beverage,Each,4258,35045.15,0,0,4258,35045.15
11/13/2023,10744,7/14/2021,Infused Beverage,Each,21,147,0,0,21,147
11/13/2023,10744,7/14/2021,Raw Pre-Rolls,Milligrams,0,0,11000,176.73,11000,176.73
11/13/2023,10744,7/14/2021,Kief,Milligrams,0,0,860,72,860,72
11/13/2023,10744,7/14/2021,Concentrate (Each),Each,10,540,0,0,10,540
11/13/2023,10744,7/14/2021,Raw Pre-Rolls,Grams,0,0,33229.93,502727.82,33229.93,502727.82
11/13/2023,10744,7/14/2021,Buds,Milligrams,0,0,28000,269.4,28000,269.4
11/13/2023,10744,7/14/2021,Concentrate,Grams,0,0,221.96,8367.68,221.96,8367.68
11/13/2023,10744,7/14/2021,Buds,Grams,0,0,113530.71,1589282.37,113530.71,1589282.37
11/13/2023,10744,7/14/2021,Buds,Grams,0,0,7,100,7,100
11/13/2023,10771,7/15/2021,Infused Beverage,Each,20,250,0,0,20,250
11/13/2023,10771,7/15/2021,Raw Pre-Rolls,Grams,0,0,100.25,1370.94,100.25,1370.94
11/13/2023,10771,7/15/2021,Infused Beverage,Each,5291,43366.4,0,0,5291,43366.4
11/13/2023,10771,7/15/2021,Infused (non-edible),Each,451,18703.34,0,0,451,18703.34
11/13/2023,10771,7/15/2021,Shake/Trim,Grams,0,0,71,550.85,71,550.85
11/13/2023,10771,7/15/2021,Concentrate (Each),Each,50,2965,0,0,50,2965
11/13/2023,10771,7/15/2021,Infused (edible),Each,103,2883.97,0,0,103,2883.97
11/13/2023,10771,7/15/2021,Shake/Trim (by strain),Grams,0,0,3240.75,26904.43,3240.75,26904.43
11/13/2023,10771,7/15/2021,Infused Pre-Rolls,Grams,0,0,3,80,3,80
11/13/2023,10771,7/15/2021,Concentrate (Bulk),Grams,0,0,2.5,137.5,2.5,137.5
11/13/2023,10771,7/15/2021,Raw Pre-Rolls,Grams,0,0,46.4,791.77,46.4,791.77
11/13/2023,10771,7/15/2021,Raw Pre-Rolls,Grams,0,0,37563.13,570792.9,37563.13,570792.9
11/13/2023,10771,7/15/2021,Infused Pre-Rolls,Grams,0,0,643.05,18768.18,643.05,18768.18
11/13/2023,10771,7/15/2021,Kief,Milligrams,0,0,430,36,430,36
11/13/2023,10771,7/15/2021,Buds,Grams,0,0,123744.53,1730122.43,123744.53,1730122.43
11/13/2023,10771,7/15/2021,Buds,Grams,0,0,35.5,533.37,35.5,533.37
11/13/2023,10771,7/15/2021,Buds,Milligrams,0,0,28000,323.4,28000,323.4
11/13/2023,10771,7/15/2021,Vape Product,Each,91,4405.14,0,0,91,4405.14
11/13/2023,10771,7/15/2021,Buds,Grams,0,0,268.5,3755.45,268.5,3755.45
11/13/2023,10771,7/15/2021,Concentrate (Each),Each,5019,264880.32,0,0,5019,264880.32
11/13/2023,10771,7/15/2021,Concentrate,Ounces,0,0,0.15,240,0.15,240
11/13/2023,10771,7/15/2021,Raw Pre-Rolls,Milligrams,0,0,6000,93.22,6000,93.22
11/13/2023,10771,7/15/2021,Kief,Grams,0,0,206.9,4742.17,206.9,4742.17
11/13/2023,10771,7/15/2021,Vape Product,Each,16267,832598.38,0,0,16267,832598.38
11/13/2023,10771,7/15/2021,Infused (edible),Each,22104,540451.86,0,0,22104,540451.86
11/13/2023,10771,7/15/2021,Infused (edible),Each,4,108.34,0,0,4,108.34
11/13/2023,10771,7/15/2021,Concentrate,Grams,0,0,126,8452.66,126,8452.66
11/13/2023,10798,7/16/2021,Vape Product,Each,144,6365.17,0,0,144,6365.17
11/13/2023,10798,7/16/2021,Concentrate (Each),Each,16,1115,0,0,17.5,1115
11/13/2023,10798,7/16/2021,Buds,Grams,0,0,248.4,3560.3,248.4,3560.3
11/13/2023,10798,7/16/2021,Buds,Grams,0,0,146930.73,2046150.55,146930.73,2046150.55
11/13/2023,10798,7/16/2021,Concentrate,Ounces,0,0,0.04,60,0.04,60
11/13/2023,10798,7/16/2021,Concentrate,Grams,0,0,156,10812.84,156,10812.84
11/13/2023,10798,7/16/2021,Concentrate (Each),Each,6002,316414.53,0,0,6002,316414.53
11/13/2023,10798,7/16/2021,Infused (non-edible),Each,581,23972.8,0,0,581,23972.8
11/13/2023,10798,7/16/2021,Shake/Trim (by strain),Grams,0,0,3902.75,28201.25,3902.75,28201.25
11/13/2023,10798,7/16/2021,Infused (edible),Each,6,125.01,0,0,6,125.01
11/13/2023,10798,7/16/2021,Infused (edible),Each,115,3317,0,0,115,3317
11/13/2023,10798,7/16/2021,Buds,Grams,0,0,10.5,150,10.5,150
11/13/2023,10798,7/16/2021,Vape Product,Each,19048,1038080.4,0,0,19048,1038080.4
11/13/2023,10798,7/16/2021,Kief,Milligrams,0,0,4290,198,4290,198
11/13/2023,10798,7/16/2021,Raw Pre-Rolls,Milligrams,0,0,17000,252.95,17000,252.95
11/13/2023,10798,7/16/2021,Infused Beverage,Each,40,280,0,0,40,280
11/13/2023,10798,7/16/2021,Buds,Milligrams,0,0,70000,899.22,70000,899.22
11/13/2023,10798,7/16/2021,Raw Pre-Rolls,Grams,0,0,46054.63,697446.98,46054.63,697446.98
11/13/2023,10798,7/16/2021,Raw Pre-Rolls,Grams,0,0,174,2518.5,174,2518.5
11/13/2023,10798,7/16/2021,Concentrate (Bulk),Grams,0,0,8,350,8,350
11/13/2023,10798,7/16/2021,Shake/Trim,Grams,0,0,96,953.77,96,953.77
11/13/2023,10798,7/16/2021,Infused (non-edible),Each,14,280,0,0,14,280
11/13/2023,10798,7/16/2021,Kief,Grams,0,0,244.3,5390.93,244.3,5390.93
11/13/2023,10798,7/16/2021,Infused (edible),Each,29351,712637.51,0,0,29351,712637.51
11/13/2023,10798,7/16/2021,Infused Beverage,Each,7146,59565.13,0,0,7146,59565.13
11/13/2023,10798,7/16/2021,Infused Pre-Rolls,Grams,0,0,647.37,19502.62,647.37,19502.62
11/13/2023,10798,7/16/2021,Concentrate,Milligrams,0,0,3000,171.6,3000,171.6
11/13/2023,10798,7/16/2021,Infused Pre-Rolls,Grams,0,0,11.25,300,11.25,300
11/13/2023,10798,7/16/2021,Raw Pre-Rolls,Grams,0,0,20.9,391.74,20.9,391.74
11/13/2023,10827,7/17/2021,Shake/Trim (by strain),Grams,0,0,4006.5,28331.6,4006.5,28331.6
11/13/2023,10827,7/17/2021,Concentrate (Each),Each,23,800,0,0,23,800
11/13/2023,10827,7/17/2021,Raw Pre-Rolls,Milligrams,0,0,16000,269.91,16000,269.91
11/13/2023,10827,7/17/2021,Buds,Grams,0,0,342.8,4973.22,342.8,4973.22
11/13/2023,10827,7/17/2021,Raw Pre-Rolls,Grams,0,0,21,350.04,21,350.04
11/13/2023,10827,7/17/2021,Concentrate (Each),Each,5485,298221.96,0,0,5485,298221.96
11/13/2023,10827,7/17/2021,Infused (non-edible),Each,18,360,0,0,18,360
11/13/2023,10827,7/17/2021,Raw Pre-Rolls,Grams,0,0,43084.17,659332.97,43084.17,659332.97
11/13/2023,10827,7/17/2021,Concentrate (Bulk),Milligrams,0,0,1000,72,1000,72
11/13/2023,10827,7/17/2021,Infused (edible),Each,31675,777887.02,0,0,31675,777887.02
11/13/2023,10827,7/17/2021,Kief,Milligrams,0,0,3720,204,3720,204
11/13/2023,10827,7/17/2021,Concentrate,Milligrams,0,0,3000,195,3000,195
11/13/2023,10827,7/17/2021,Vape Product,Each,17967,982139.59,0,0,17967,982139.59
11/13/2023,10827,7/17/2021,Infused Beverage,Each,7843,65212.29,0,0,7843,65212.29
11/13/2023,10827,7/17/2021,Concentrate,Grams,0,0,156,10419.31,156,10419.31
11/13/2023,10827,7/17/2021,Infused Pre-Rolls,Grams,0,0,661.68,19499.7,661.68,19499.7
11/13/2023,10827,7/17/2021,Infused Beverage,Each,14,98,0,0,14,98
11/13/2023,10827,7/17/2021,Buds,Grams,0,0,10,150.01,10,150.01
11/13/2023,10827,7/17/2021,Shake/Trim,Grams,0,0,89,1090.85,89,1090.85
11/13/2023,10827,7/17/2021,Buds,Milligrams,0,0,91000,985.8,91000,985.8
11/13/2023,10827,7/17/2021,Concentrate,Ounces,0,0,0.04,60,0.04,60
11/13/2023,10827,7/17/2021,Kief,Grams,0,0,6,180,6,180
11/13/2023,10827,7/17/2021,Kief,Grams,0,0,190.2,4484.85,190.2,4484.85
11/13/2023,10827,7/17/2021,Infused (non-edible),Each,630,25232.36,0,0,630,25232.36
11/13/2023,10827,7/17/2021,Buds,Grams,0,0,141077.56,1980077.56,141077.56,1980077.56
11/13/2023,10827,7/17/2021,Concentrate (Bulk),Grams,0,0,3,120,3,120
11/13/2023,10827,7/17/2021,Infused (edible),Each,2,50,0,0,2,50
11/13/2023,10827,7/17/2021,Infused (edible),Each,101,3157,0,0,101,3157
11/13/2023,10827,7/17/2021,Vape Product,Each,83,4735,0,0,83,4735
11/13/2023,10827,7/17/2021,Raw Pre-Rolls,Grams,0,0,112.75,1470,112.75,1470
11/13/2023,10857,7/18/2021,Buds,Milligrams,0,0,7000,72,7000,72
11/13/2023,10857,7/18/2021,Raw Pre-Rolls,Grams,0,0,33740.74,516873.5,33740.74,516873.5
11/13/2023,10857,7/18/2021,Buds,Grams,0,0,112312.07,1578939.21,112312.07,1578939.21
11/13/2023,10857,7/18/2021,Concentrate (Each),Each,10,476,0,0,10,476
11/13/2023,10857,7/18/2021,Shake/Trim (by strain),Grams,0,0,3168,23212.37,3168,23212.37
11/13/2023,10857,7/18/2021,Kief,Grams,0,0,186.2,3814.76,186.2,3814.76
11/13/2023,10857,7/18/2021,Vape Product,Each,14329,787605.41,0,0,14329,787605.41
11/13/2023,10857,7/18/2021,Concentrate,Grams,0,0,117,7902.09,117,7902.09
11/13/2023,10857,7/18/2021,Buds,Grams,0,0,223.5,3126,223.5,3126
11/13/2023,10857,7/18/2021,Infused (non-edible),Each,531,21648.98,0,0,531,21648.98
11/13/2023,10857,7/18/2021,Raw Pre-Rolls,Grams,0,0,59,894.96,59,894.96
11/13/2023,10857,7/18/2021,Infused (edible),Each,77,1472.26,0,0,77,1472.26
11/13/2023,10857,7/18/2021,Raw Pre-Rolls,Milligrams,0,0,2000,38.4,2000,38.4
11/13/2023,10857,7/18/2021,Concentrate (Each),Each,4610,253637.37,0,0,4610,253637.37
11/13/2023,10857,7/18/2021,Concentrate (Bulk),Grams,0,0,6.5,330,6.5,330
11/13/2023,10857,7/18/2021,Shake/Trim,Grams,0,0,110,1089.19,110,1089.19
11/13/2023,10857,7/18/2021,Infused (edible),Each,24311,602732.97,0,0,24311,602732.97
11/13/2023,10857,7/18/2021,Infused Pre-Rolls,Grams,0,0,603.8,17677.18,603.8,17677.18
11/13/2023,10857,7/18/2021,Infused (non-edible),Each,21,420,0,0,21,420
11/13/2023,10857,7/18/2021,Kief,Milligrams,0,0,860,72,860,72
11/13/2023,10857,7/18/2021,Concentrate,Milligrams,0,0,4000,260,4000,260
11/13/2023,10857,7/18/2021,Infused Beverage,Each,4957,42007.99,0,0,4957,42007.99
11/13/2023,10857,7/18/2021,Vape Product,Each,35,1395,0,0,35,1395
11/13/2023,10880,7/19/2021,Vape Product,Each,12816,712154.02,0,0,12816,712154.02
11/13/2023,10880,7/19/2021,Concentrate,Milligrams,0,0,3000,195,3000,195
11/13/2023,10880,7/19/2021,Concentrate,Grams,0,0,117,6557.57,117,6557.57
11/13/2023,10880,7/19/2021,Buds,Grams,0,0,91,1294.06,91,1294.06
11/13/2023,10880,7/19/2021,Vape Product,Each,34,2065,0,0,34,2065
11/13/2023,10880,7/19/2021,Buds,Grams,0,0,103189.67,1441151.2,103189.67,1441151.2
11/13/2023,10880,7/19/2021,Shake/Trim,Grams,0,0,19,254.17,19,254.17
11/13/2023,10880,7/19/2021,Infused (non-edible),Each,438,17968.33,0,0,438,17968.33
11/13/2023,10880,7/19/2021,Kief,Grams,0,0,15.9,90,15.9,90
11/13/2023,10880,7/19/2021,Infused Beverage,Each,3609,30204.27,0,0,3609,30204.27
11/13/2023,10880,7/19/2021,Infused (edible),Each,19144,474695.89,0,0,19144,474695.89
11/13/2023,10880,7/19/2021,Kief,Milligrams,0,0,2150,180,2150,180
11/13/2023,10880,7/19/2021,Concentrate (Each),Each,4129,224160.77,0,0,4129,224160.77
11/13/2023,10880,7/19/2021,Raw Pre-Rolls,Milligrams,0,0,6000,111.6,6000,111.6
11/13/2023,10880,7/19/2021,Concentrate (Each),Each,22,1000,0,0,22,1000
11/13/2023,10880,7/19/2021,Infused (edible),Each,42,1143,0,0,42,1143
11/13/2023,10880,7/19/2021,Raw Pre-Rolls,Grams,0,0,31940.22,484448.35,31940.22,484448.35
11/13/2023,10880,7/19/2021,Shake/Trim (by strain),Grams,0,0,3226.5,23023.94,3226.5,23023.94
11/13/2023,10880,7/19/2021,Concentrate (Bulk),Grams,0,0,2.5,150,2.5,150
11/13/2023,10880,7/19/2021,Buds,Milligrams,0,0,63000,639,63000,639
11/13/2023,10880,7/19/2021,Infused Pre-Rolls,Grams,0,0,3.75,100,3.75,100
11/13/2023,10880,7/19/2021,Infused Pre-Rolls,Grams,0,0,438.79,12755.21,438.79,12755.21
11/13/2023,10880,7/19/2021,Raw Pre-Rolls,Grams,0,0,18.25,255,18.25,255
11/13/2023,10880,7/19/2021,Kief,Grams,0,0,190.4,3984.23,190.4,3984.23
11/13/2023,10904,7/20/2021,Shake/Trim (by strain),Grams,0,0,2945.75,20855.2,2945.75,20855.2
11/13/2023,10904,7/20/2021,Vape Product,Each,12865,696400.95,0,0,12865,696400.95
11/13/2023,10904,7/20/2021,Infused (non-edible),Each,401,15965.11,0,0,401,15965.11
11/13/2023,10904,7/20/2021,Buds,Grams,0,0,55.5,800.01,55.5,800.01
11/13/2023,10904,7/20/2021,Infused Beverage,Each,3661,30520.35,0,0,3661,30520.35
11/13/2023,10904,7/20/2021,Infused (edible),Each,17522,433822.85,0,0,17522,433822.85
11/13/2023,10904,7/20/2021,Raw Pre-Rolls,Grams,0,0,129.25,1893,129.25,1893
11/13/2023,10904,7/20/2021,Infused Pre-Rolls,Grams,0,0,514.75,14491.94,514.75,14491.94
11/13/2023,10904,7/20/2021,Buds,Grams,0,0,104292.53,1455957.23,104292.53,1455957.23
11/13/2023,10904,7/20/2021,Infused (edible),Each,39,983.41,0,0,39,983.41
11/13/2023,10904,7/20/2021,Concentrate (Each),Each,4076,220688.23,0,0,4076,220688.23
11/13/2023,10904,7/20/2021,Vape Product,Each,80,5025,0,0,80,5025
11/13/2023,10904,7/20/2021,Raw Pre-Rolls,Milligrams,0,0,3000,53.26,3000,53.26
11/13/2023,10904,7/20/2021,Concentrate,Grams,0,0,123.5,7966.4,123.5,7966.4
11/13/2023,10904,7/20/2021,Kief,Grams,0,0,31.8,180,31.8,180
11/13/2023,10904,7/20/2021,Concentrate,Ounces,0,0,0.08,120,0.08,120
11/13/2023,10904,7/20/2021,Concentrate (Each),Each,37,2260,0,0,37,2260
11/13/2023,10904,7/20/2021,Infused (edible),Each,100,2492.96,0,0,100,2492.96
11/13/2023,10904,7/20/2021,Infused (non-edible),Each,3,60,0,0,3,60
11/13/2023,10904,7/20/2021,Buds,Grams,0,0,250,3624.78,250,3624.78
11/13/2023,10904,7/20/2021,Concentrate,Milligrams,0,0,13000,845,13000,845
11/13/2023,10904,7/20/2021,Concentrate (Bulk),Grams,0,0,1,50,1,50
11/13/2023,10904,7/20/2021,Kief,Grams,0,0,146.67,3630.72,146.67,3630.72
